Pinyin,Wade-Giles,Romatzyh,Palladiy
буxу,пухсу,бухшеу,бу бу нэн
бужи,пучих,бухйыы,бу ши
бузу,пуцу,бухтзуоу,бу тин
бууоеи,пууоеи,бухуоеы,бу сюй
цаи,цаи,цаи,бу чжи
цаице,цаице,цаицех,бу цзу
цаипан,цаипан,цаирпанн,бу вэй
цаигоу,цаикоу,цаегоуо,цай
цаипиао,цаипиао,цаепиауо,цай цэ
цангуан,цанкуан,цангоан,цай пань
цантинг,цантинг,цантинг,цай гоу
цаныин,цаныин,цаныиин,цай пяо
цаоыуан,цаоыуан,цаоыуан,цань гуань
це,це,цех,цань тин
ценгци,ценгтзу,цернгцых,цань инь
ча,ча,ча,цао юань
чази,чази,чази,цэ
чабие,чапиех,чабые,цэн цы
чаю,чачу,чайиух,ча
ча,ча,ча,ча цзы
чаxун,чахсун,чаршыун,бе ча
чаи,чаи,чаи,ча цзюй
чаичу,чаичу,чаичуоу,ча
чаные,чаныех,чааныех,ча сюнь
чангду,чангту,чарнгдух,чай
чангшоу,чангшоу,чарнгшоуо,чай чу
чанг,чанг,чарнг,чань е
чанг,чанг,чарнг,чан ду
чангши,чангших,чарнгшых,чан шоу
чангжанг,чангчанг,чаангяанг,чан
чангмиан,чангмиен,чаангмианн,чан
чангдао,чангтао,чанкдао,чан ши
чаоыуе,чаоыуех,чауыуех,чан чан
чежу,чечу,чеюу,чан мянь
ченг,ченг,ченг,чан дао
ченгхао,ченгхао,ченгхауо,чао юэ
ченгбен,ченгпен,чернгбеен,чэ чжу
ченгйиао,ченгчиао,чернгйиау,чэн
ченгxиао,ченгхсиао,чернгшиауо,чэн хао
ченгыу,ченгыу,чернгыеу,бэнь чэн
ченгбан,ченгпан,чернгбанн,чэн цзяо
ченгли,ченгли,ченгли,чэн сяо
ченг,ченг,чернг,чэн юй
ченгче,ченгче,чернгче,бань чэн
ченгке,ченгко,чернгкех,чэн ли
ченгзуо,ченгцо,чернгтзуох,чэн
чили,чихли,чылих,чэ чэн
чизи,чихзи,чырзи,чэн кэ
чи,чих,чыр,чэн цзо
чонгдонг,чунгтунг,чонгдонк,чи ли
чонгту,чунгту,чонгту,чи цзы
чонгзу,чунгцу,чонгтзуоу,чи
чоу,чоу,чоур,чун дун
чоу,чоу,чооу,чун ту
чоу,чоу,чоуо,чун цзу
чубан,чупан,чубаан,чоу
чучаи,чучаи,чучаи,чоу
чухан,чухан,чуханн,чоу
чуыу,чуыу,чуыу,бань чу
чуки,чучи,чучи,ча чу
чуфеи,чуфеи,чуоуфеи,чу хань
чуxи,чухси,чуоуши,чу юй
чуфанг,чуфанг,чуоуфарнг,чу ци
чуфа,чуфа,чууфар,чу фэй
чуфен,чуфен,чууфенн,чу си
чузаи,чуцаи,чуутзаы,чу фан
чуанда,чуанта,чуоандар,чу фа
чуанди,чуанти,чуоандих,чу фэнь
чуанжен,чуанчен,чуоанйен,чу цзай
чуанглиан,чуанглиен,чуанглиан,чуань да
чуанг,чуанг,чоанг,чуань ди
чуангли,чуангли,чуанклих,чуань чжэнь
цидиан,тзутиен,цырдеан,чуан лянь
цижи,тзучих,цырйыр,чуан
цихоу,тзухоу,цыыхоуо,чуан ли
цике,тзуко,цыыкех,цы дянь
циши,тзуших,цыышыр,цы чжи
цонгминг,цунгминг,цонгминг,цы хоу
цонг’ер,цунгерх,цорнгерл,цы кэ
цонгжонг,цунгчунг,цорнгйонг,цы ши
цуи,цуи,цуеы,цун мин
цункуан,цункуан,цуоенкоан,цун эр
цун,цун,цуенн,цун чжун
даченг,таченг,дарчернг,цуй
да,та,дар,цунь куань
дафу,тафу,дарфух,цунь
дабан,табан,даабан,чэн да
дабао,тапао,даабау,да
дайи,тачи,даайи,да фу
дайиа,тачиа,даайиах,бань да
дарао,таяо,даарао,бао да
дадан,татан,дахдаан,да цзи
даганг,таканг,дахганг,да цзя
дахуор,тахуор,даххуоор,да жао
дайиангсаи,тачиангсаи,дахйеангсаы,да дань
данао,танао,дахнао,да ган
даши,таших,дахшых,да эр хо
датинг,татинг,дахтинг,да цзян сай
даxианг,тахсианг,дахшианк,да нао
даxионгмао,тахсиунгмао,дахшыонгмхау,да ши
даыу,таыу,дахыу,да тин
дажи,тачих,дахйых,да сян
даи,таи,даи,да мао сюн
даи,таи,даи,да юй
даийиа,таичиа,даыйиах,да чжи
даили,таили,даылии,дай
даиыоу,таиыу,даыыеоу,дай
даикуан,таикуан,даыкоан,дай цзя
даныи,тани,дани,дай ли
дан,тан,даан,дай ю
данxиао,танхсиао,дааншеау,дай куань
дангао,танкао,даннгау,дань и
дангчанг,тангчанг,дангчаанг,дань
дангдаи,тангтаи,дангдаы,дань сяо
дангниан,тангниен,дангниан,дань гао
дангкиан,тангчиен,дангчыан,чан дан
дангxуан,тангхсуан,дангшеуан,дай дан
данг,танг,даанг,дан нянь
даолаи,таолаи,дауолаи,дан цянь
даоде,таоте,дауодер,дан сюань
деле,теле,дерле,дан
деыи,теи,дерыии,дао лай
денгхоу,тенгхоу,деенгхоуо,дао дэ
денгйи,тенгчи,деенгйыи,дэ лэ
диыу,тиыу,диыу,дэ и
дидаи,титаи,дихдаы,дэн хоу
диxинг,тихсинг,дихшынг,дэн цзи
дижен,тичен,дихйенн,ди юй
ди,ти,дих,дай ди
дигеи,тикеи,дихгееи,ди син
дианли,тиенли,деанлии,ди чжэнь
дианран,тиенян,деанран,ди
дианчи,тиенчих,дианнчыр,ди гэй
дианфангуо,тиенфанкуо,дианнфаннгуо,дянь ли
дианзибан,тиентзупан,дианнтзыыбаан,дянь жань
диаодонг,тиаотунг,диауодонк,чи дянь
диу,тиу,диоу,дянь фань го
донгйи,тунгчи,донкйи,бань дянь цзы
донгшоу,тунгшоу,донкшооу,дяо дун
донгтаи,тунгтаи,донктаы,дю
донгыуан,тунгыуан,донкыуан,дун цзи
донг,тунг,донк,дун шоу
донг,тунг,донк,дун тай
доужипин,тоучихпин,доуойыхпиин,дун юань
ду,ту,дуоу,дун
дуи,туи,дуеи,дун
дуили,туили,дуеылих,доу пинь чжи
дуиыинг,туиыинг,дуеыыинк,ду
дун,тун,дуен,дуй
дуо,то,дуоо,дуй ли
дуо,то,дуоо,дуй ин
ердуо,ерхдуо,еелдуо,дунь
еруоеима,ерхуоеима,еллуоеимаа,до
фабу,фапу,фабух,до
фаюе,фачуех,файыуе,до эр
фаше,фаше,фашех,эр ма вэй
фаxинг,фахсинг,фашынг,бу фа
фа,фа,фар,фа цзюэ
факуан,факуан,фаркоан,фа шэ
фагуи,факуеи,фаагуеи,фа син
фажи,фачих,фаайых,фа
фанронг,фанюнг,фарнронг,фа куань
фанхуи,фанхуи,фаанхуоеи,фа гуй
фангжи,фангчих,фарнгйых,фа чжи
фангда,фангта,фанкдах,фань жун
фангки,фангчи,фанкчих,фань хуэй (хой)
фенченг,фенченг,фенчернг,фан чжи
фенйие,фенчиех,фенйиее,да фан
фенлеи,фенлеи,фенлеы,фан ци
фенли,фенли,фенли,чэн фэнь
фенxи,фенхси,фенши,фэнь цзе
фенxианг,фенхсианг,феншеанг,фэнь лэй
фенгшоу,фенгшоу,фенгшоу,фэнь ли
фенгду,фенгту,фенгдух,фэнь си
фенггуанг,фенгкуанг,фенггуанг,фэнь сян
фенг,фенг,фенг,фэн шоу
фенг,фенг,фенг,ду фэн
фенгкуанг,фенгкуанг,фенгкуоанг,фэн гуан
фу,фу,фуоу,фэн
фуцонг,фуцунг,фуоуцорнг,фэн
фу,фу,фуоу,фэн куан
фуду,футу,фуоудух,фу
фули,фули,фуоулих,цун фу
фужу,фучу,фууюх,фу
фузерен,фуцейен,фухтзеррен,ду фу
фуйиан,фучиен,фухйианн,фу ли
гаиге,каико,гаегер,фу чжу
ганцуи,канцуи,ганцуеы,фу жэнь цзэ
ганрао,каняо,ганрао,фу цзянь
ганыу,каныу,ганыух,гай гэ
ганxианг,канхсианг,гааншеанг,цуй гань
гангби,кангпи,гангбии,гань жао
гангкин,кангчин,гангчын,гань юй
гаода,каота,гаудах,гань сян
гаоду,каоту,гаудух,би ган
гаогенxие,каокенхсиех,гаугеншые,ган цинь
гаоуоен,каоуоен,гаууен,да гао
гаоыу,каоыу,гауыу,ду гао
гаоыуан,каоыуан,гауыуан,гао гэнь се
гао,као,гао,гао вэнь
гаохао,каохао,гаохао,гао юй
геку,кочу,гечеу,гао юань
геби,копи,гербих,гао
гер,кор,гехр,гао хао
генкиан,кенчиен,генчыан,гэ цюй
генсуи,кенсуи,генсуоеи,би гэ
генгхуан,кенгхуан,генгхуанн,эр гэ
генгxин,кенгхсин,генгшин,гэнь цянь
гонгыи,кунги,гонгыих,гэнь суй
гонгзуори,кунгцойих,гонгтзуохрых,гэн хуань
гонггао,кунгкао,гонггауо,гэн синь
гонгрен,кунгйен,гонгренн,гун и
гонгши,кунгших,гонгшых,гун жи цзо
гонгженг,кунгченг,гонгйенк,гао гун
гонгйи,кунгчи,гонкйих,гун жэнь
гонгxианг,кунгхсианг,гонкшеанг,гун ши
гоу,коу,гоу,гун чжэн
гоутонг,коутунг,гоутонг,гун цзи
гуйи,кучи,гуйих,гун сян
гулао,кулао,гуулао,гоу
гу,ку,гуу,гоу тун
гули,кули,гуулих,гу цзи
гужанг,кучанг,гууяанг,гу лао
гууоен,кууоен,гухуоенн,гу
гуаи,куаи,гуаы,гу ли
гуанхуаи,куанхуаи,гуанхуоаи,гу чжан
гуанйиан,куанчиен,гуанйианн,гу вэнь
